,Date-Monthly,precip,mintemp,maxtemp,DAP,Urea,Rural population,Total Population - Both sexes,Total Population - Female,Total Population - Male,Urban population,Average dietary energy supply adequacy (percent) (3-year average),Political stability and absence of violence/terrorism (index),Agricultural land (1000 ha),Arable land (1000 ha),Country area (1000 ha),Cropland (1000 ha),Forest land (1000 ha),Land area (1000 ha),Land under permanent crops (1000 ha),Other naturally regenerated forest (1000 ha),Planted Forest (1000 ha),Primary Forest (1000 ha),price
48,Jan-14,1.6562601000000001,10.486958,26.510227,0.9171278026411518,0.7253246323772571,34123.32558333333,46208.3575,23257.69383333333,22950.670416666668,11402.007333333333,98.58333333333333,-1.2341666666666666,27630.0,5800.0,58037.0,6330.0,4361.15,56914.0,530.0,4148.8,212.35,0.0,0.74
49,Feb-14,4.8108727,10.929416999999999,26.911334999999998,0.9457880464736876,0.7793381688308826,34181.98766666667,46306.697,23307.051666666666,22999.652333333335,11443.128666666666,98.66666666666667,-1.2433333333333334,27630.0,5800.0,58037.0,6330.0,4364.2,56914.0,530.0,4151.400000000001,212.79999999999998,0.0,0.75
50,Mar-14,8.109614599999999,11.328105,27.068188,0.8994907295134373,0.7187107299543641,34240.64975,46405.0365,23356.4095,23048.634250000003,11484.25,98.75,-1.2525,27630.0,5800.0,58037.0,6330.0,4367.25,56914.0,530.0,4154.0,213.25,0.0,0.76
51,Apr-14,4.4359687999999995,11.463864,24.850166,0.9005930465839195,0.7054829251085782,34299.31183333333,46503.376000000004,23405.767333333333,23097.616166666667,11525.371333333333,98.83333333333333,-1.2616666666666667,27630.0,5800.0,58037.0,6330.0,4370.299999999999,56914.0,530.0,4156.6,213.7,0.0,0.84
52,May-14,6.929558,13.075708,25.499125,0.8779955466390353,0.6757203642055601,34357.97391666666,46601.7155,23455.125166666665,23146.598083333334,11566.492666666667,98.91666666666667,-1.2708333333333333,27630.0,5800.0,58037.0,6330.0,4373.349999999999,56914.0,530.0,4159.2,214.15,0.0,0.83
53,Jun-14,8.6288376,12.246614,24.707968,0.8553980466941512,0.668004144712185,34416.636,46700.055,23504.483,23195.58,11607.614,99.0,-1.28,27630.0,5800.0,58037.0,6330.0,4376.4,56914.0,530.0,4161.8,214.6,0.0,0.72
54,Jul-14,5.2708405,12.179406,24.38645,0.8333517052845081,0.6514693886549527,34474.958249999996,46798.245083333335,23553.753583333335,23244.499083333336,11650.2925,98.91666666666667,-1.2766666666666666,27630.0,5800.0,58037.0,6330.0,4379.45,56914.0,530.0,4164.400000000001,215.04999999999998,0.0,0.73
55,Aug-14,8.6016464,11.193342999999999,22.58298,0.8587049979055976,0.6757203642055601,34533.2805,46896.43516666667,23603.024166666666,23293.41816666667,11692.971,98.83333333333333,-1.2733333333333334,27630.0,5800.0,58037.0,6330.0,4382.5,56914.0,530.0,4167.0,215.5,0.0,0.74
56,Sep-14,6.742144000000001,10.478886,24.620655,0.81902158336824,0.6713110959236315,34591.60275,46994.62525,23652.29475,23342.33725,11735.6495,98.75,-1.27,27630.0,5800.0,58037.0,6330.0,4385.549999999999,56914.0,530.0,4169.6,215.95,0.0,0.75
57,Oct-14,5.986954,10.552667,24.688760000000002,0.8168169492272758,0.6988690226856853,34649.924999999996,47092.81533333333,23701.565333333332,23391.256333333335,11778.328,98.66666666666667,-1.2666666666666666,27630.0,5800.0,58037.0,6330.0,4388.599999999999,56914.0,530.0,4172.2,216.4,0.0,0.67
58,Nov-14,8.048516,11.139114999999999,24.571623000000002,0.8002821931700435,0.6691064617826672,34708.24725,47191.00541666667,23750.835916666667,23440.17541666667,11821.0065,98.58333333333333,-1.2633333333333334,27630.0,5800.0,58037.0,6330.0,4391.65,56914.0,530.0,4174.8,216.85,0.0,0.63
59,Dec-14,5.53795,10.547217999999999,24.788582,0.7859520712537755,0.6558786569368814,34766.5695,47289.1955,23800.1065,23489.0945,11863.685,98.5,-1.26,27630.0,5800.0,58037.0,6330.0,4394.7,56914.0,530.0,4177.4,217.3,0.0,0.59
60,Jan-15,2.7331753,9.699458,25.960228,0.7991798760995613,0.6602879252188101,34824.891749999995,47387.38558333334,23849.377083333333,23538.013583333333,11906.3635,98.41666666666667,-1.2566666666666666,27630.0,5800.0,58037.0,6330.0,4397.75,56914.0,530.0,4180.0,217.75,0.0,0.61
61,Feb-15,3.7158646000000006,10.166917,26.873834999999996,0.7911880773385657,0.6503670715844707,34883.214,47485.57566666667,23898.647666666668,23586.932666666668,11949.042,98.33333333333333,-1.2533333333333334,27630.0,5800.0,58037.0,6330.0,4400.8,56914.0,530.0,4182.6,218.2,0.0,0.6
62,Mar-15,6.454486,11.0702915,26.572874,0.7831962785775701,0.6404462179501313,34941.53625,47583.765750000006,23947.91825,23635.85175,11991.7205,98.25,-1.25,27630.0,5800.0,58037.0,6330.0,4403.85,56914.0,530.0,4185.2,218.65,0.0,0.64
