,Date-Monthly,precip,mintemp,maxtemp,DAP,Urea,Rural population,Total Population - Both sexes,Total Population - Female,Total Population - Male,Urban population,Average dietary energy supply adequacy (percent) (3-year average),Political stability and absence of violence/terrorism (index),Agricultural land (1000 ha),Arable land (1000 ha),Country area (1000 ha),Cropland (1000 ha),Forest land (1000 ha),Land area (1000 ha),Land under permanent crops (1000 ha),Other naturally regenerated forest (1000 ha),Planted Forest (1000 ha),Primary Forest (1000 ha),price
40,May-13,12.834741,13.271934,23.541164000000002,1.0494058510990099,0.8752397539628299,9170.862916666667,10789.715916666668,5495.216833333333,5294.498666666668,1871.26325,107.25,-0.12000000000000001,1840.2691666666667,1179.8525,2634.0,1429.8525,465.8333333333333,2467.0,250.0,55.0,403.8333333333333,7.0,0.74
41,Jun-13,3.5911246999999995,11.452957000000001,23.824417,1.0251548755484028,0.8542957296236691,9189.947,10811.538,5506.169,5305.3690000000015,1875.204,107.0,-0.11,1842.5,1182.5,2634.0,1432.5,466.4,2467.0,250.0,55.0,404.4,7.0,0.77
42,Jul-13,2.6368807,12.520373,26.149404999999998,1.0361780462532244,0.8642165832580084,9209.147583333333,10834.212333333333,5517.558,5316.654250000001,1879.3539166666667,106.58333333333333,-0.12666666666666668,1839.75,1179.75,2634.0,1429.75,466.96666666666664,2467.0,250.0,55.0,404.96666666666664,7.0,0.57
43,Aug-13,6.0982834,12.657208,25.260412,1.0350757291827422,0.8631142661875262,9228.348166666667,10856.886666666667,5528.947,5327.939500000001,1883.5038333333332,106.16666666666667,-0.14333333333333334,1837.0,1177.0,2634.0,1427.0,467.5333333333333,2467.0,250.0,55.0,405.5333333333333,7.0,0.59
44,Sep-13,17.423004,13.704013,25.648232,1.2875063383231553,1.0979078022002249,9247.54875,10879.561,5540.336,5339.224750000001,1887.65375,105.75,-0.16,1834.25,1174.25,2634.0,1424.25,468.09999999999997,2467.0,250.0,55.0,406.09999999999997,7.0,0.65
45,Oct-13,13.266826,13.902534,25.372675,1.2323904847990477,1.0438942657465995,9266.749333333333,10902.235333333334,5551.725,5350.510000000001,1891.8036666666667,105.33333333333333,-0.17666666666666667,1831.5,1171.5,2634.0,1421.5,468.66666666666663,2467.0,250.0,55.0,406.66666666666663,7.0,0.73
46,Nov-13,17.777054,13.114197,24.640951,1.24892524085628,1.062633655944796,9285.949916666666,10924.909666666666,5563.1140000000005,5361.795250000001,1895.9535833333332,104.91666666666667,-0.19333333333333333,1828.75,1168.75,2634.0,1418.75,469.2333333333333,2467.0,250.0,55.0,407.2333333333333,7.0,0.83
47,Dec-13,11.157236999999999,13.098747,23.763918,1.2356974360104942,1.038382680394189,9305.1505,10947.583999999999,5574.503000000001,5373.080500000001,1900.1035,104.5,-0.21000000000000002,1826.0,1166.0,2634.0,1416.0,469.79999999999995,2467.0,250.0,55.0,407.79999999999995,7.0,0.78
48,Jan-14,9.071207,13.302754,23.78727,1.2246742653056726,1.028461826759849,9324.351083333333,10970.258333333333,5585.892,5384.365750000001,1904.2534166666667,104.08333333333333,-0.22666666666666668,1823.25,1163.25,2634.0,1413.25,470.3666666666667,2467.0,250.0,55.0,408.3666666666667,7.0,0.55
49,Feb-14,11.895785,13.730078,24.144987,1.2841993871117088,1.0659406071562425,9343.551666666666,10992.932666666666,5597.281,5395.651000000001,1908.4033333333332,103.66666666666667,-0.24333333333333335,1820.5,1160.5,2634.0,1410.5,470.93333333333334,2467.0,250.0,55.0,408.93333333333334,7.0,0.6
50,Mar-14,13.416267,13.484363,24.287691,1.2786878017592982,1.0615313388743142,9362.75225,11015.607,5608.67,5406.936250000001,1912.55325,103.25,-0.26,1817.75,1157.75,2634.0,1407.75,471.5,2467.0,250.0,55.0,409.5,7.0,0.59
