,precip,mintemp,maxtemp
120,67.5165,25.322657,32.667496
121,72.43139,24.722204,32.920227
122,128.21262,24.13889,32.67474
123,334.06955,23.87139,31.418873
124,141.3171,22.68717,30.650173
125,16.19183,21.363264,29.647863
126,7.0330133,20.225832,29.053976
127,13.090102,19.950346,29.735382
128,42.571747,20.431597,30.216372
129,2.3638442,21.206667,32.02472
130,48.496437,22.592117,32.28917
131,99.342766,24.350245,33.01406
132,11.751062,23.851303,32.883644
133,118.8736,23.846684,33.01606
134,97.15865,23.522743,32.37474
135,267.9297,23.571388,31.506891
136,161.18709,22.570503,30.821527
137,25.527124,20.963785,30.331718
138,10.997908,19.74198,29.670122
139,22.165472,19.850348,29.435383
140,67.39053,20.631077,30.220016
141,56.16992,21.010832,30.853888
142,187.41379,22.492117,31.43396
143,227.77992,24.259098,32.13906
144,30.24668,24.271614,32.27531
145,53.319504,23.646683,33.028038
146,57.25891,24.222744,32.46224
147,220.69476,23.143263,31.094913
148,141.00458,21.958004,30.43455
149,12.226971,20.346598,29.76401
150,5.571597,19.313854,29.670643
151,35.778824,20.279514,29.751528
152,16.55834,19.72743,30.699705
153,20.917356,21.56604,31.896595
154,95.41259,22.759306,32.201668
155,77.1954,23.946075,32.767708
156,78.14698,25.026302,33.083645
157,10.866611,24.430017,33.22804
158,166.83669,23.735243,32.58724
159,220.53078,22.567741,30.831894
160,114.72336,22.158003,30.834028
161,10.696299,19.963264,29.760365
162,10.642847,19.400833,29.973766
163,18.284567,19.474825,29.676008
164,40.364532,20.527431,31.30335
165,50.8753,21.553541,31.86847
166,80.999115,22.675451,32.704792
167,109.2257,23.934097,32.627083
168,9.850375,24.69453,32.65604
169,83.04295,24.689392,32.619705
170,143.0216,23.907118,32.07526
171,419.11557,22.867222,30.519392
172,187.64848,22.670504,30.934029
173,26.813694,21.418472,30.019218
174,15.011221,20.785208,30.229496
175,2.8066096,19.867535,29.600487
176,78.444214,20.42691,30.403349
177,17.086456,21.002499,31.033575
178,49.60224,22.559826,32.505833
179,117.99597,23.975243,32.43906
180,68.75972,24.938803,32.08364
181,62.928387,23.930017,32.72804
182,126.26695,23.535242,32.387238
183,215.66325,22.600033,31.635538
184,362.4986,22.282482,30.17882
185,5.185037,21.247118,30.248384
186,10.934144,20.596666,29.89408
187,22.135832,20.462847,29.880175
188,27.776978,20.619099,31.20387
189,29.406935,21.582188,31.897116
190,153.58185,22.492117,32.205315
191,68.51779,25.450764,32.71042
192,101.837425,25.510157,32.18729
193,86.939354,25.713871,32.92804
194,51.686897,25.019096,33.154945
195,429.7539,24.539097,31.007414
196,153.69856,22.066856,30.330381
197,44.062267,20.55962,29.84422
198,16.023924,20.397188,29.85814
199,9.283372,20.253994,29.755173
200,33.472317,19.747221,30.319496
201,40.37242,20.769688,31.401283
202,121.59408,22.679617,32.292816
203,92.95915,24.562222,33.026043
204,12.0610485,24.954948,33.183643
205,86.050255,24.805538,32.919704
206,106.80861,24.222221,32.30703
207,219.03465,23.938576,31.006891
208,192.60812,22.583002,30.846527
209,54.264507,22.063265,29.947863
210,12.606902,20.525833,29.502934
211,16.466442,20.962847,29.680176
212,49.589455,21.031597,30.620016
213,145.66496,22.16604,31.797117
214,142.5646,22.592117,32.205315
215,65.9125,24.063265,32.010414
216,76.47702,24.310156,31.38781
217,17.653809,24.634184,33.432205
218,190.20685,23.23941,31.691404
219,287.4572,22.799513,30.735018
220,158.55785,22.183002,30.446527
221,18.237383,20.64712,29.56401
222,31.234167,19.83,29.274288
223,17.013468,19.975346,29.292152
224,47.417683,20.531597,30.320017
225,90.500305,20.866562,31.180971
226,83.85903,22.779617,32.392815
227,122.38638,24.150244,32.73073
